Peak Date,Track,With,Streams,Artist
20200117,Big Drip - Sonus030 Remix,Ufo361,"100,957",Future
20200117,Big Drip - Sonus030 Remix,Sonus030,"100,957",Future
20191004,Givenchy Bag,Wiley,"66,421",Future
20191004,Givenchy Bag,Nafe Smallz,"66,421",Future
20191004,Givenchy Bag,Chip,"66,421",Future
20160116,Ball Like This,L.A. Leakers,"37,550",Future
20160116,Ball Like This,Wiz Khalifa,"37,550",Future
20160116,Ball Like This,Kid Ink,"37,550",Future
20171201,1000,N.E.R.D,"10,512",Future
20180223,Bum Bum Tam Tam - Jonas Blue Remix,MC Fioti,"9,992",Future
20180223,Bum Bum Tam Tam - Jonas Blue Remix,J Balvin,"9,992",Future
20180223,Bum Bum Tam Tam - Jonas Blue Remix,Stefflon Don,"9,992",Future
20180223,Bum Bum Tam Tam - Jonas Blue Remix,Jonas Blue,"9,992",Future
20180817,What You Want,Stefflon Don,"8,603",Future
20150203,Commas,Spinz,"1,719",Future
20150203,Commas,Southside,"1,719",Future
20180504,No Shame,PARTYNEXTDOOR,"1,379",Future
20170929,rockstar,Post Malone,"1,784,416,102",21 Savage
20170922,Bank Account,,"489,200,781",21 Savage
20190208,a lot,,"276,981,303",21 Savage
20170204,X,Metro Boomin,"219,513,642",21 Savage
20170204,X,Future,"219,513,642",21 Savage
20180110,Bartier Cardi,Cardi B,"176,365,362",21 Savage
20170113,No Heart,Metro Boomin,"129,613,532",21 Savage
20161028,Sneakin’,Drake,"108,882,272",21 Savage
20181102,10 Freaky Girls,Metro Boomin,"92,054,979",21 Savage
20171103,Ghostface Killers,Offset,"91,194,450",21 Savage
20171103,Ghostface Killers,Metro Boomin,"91,194,450",21 Savage
20171103,Ghostface Killers,Travis Scott,"91,194,450",21 Savage
20181221,monster,,"66,333,292",21 Savage
20181102,Don't Come Out The House,Metro Boomin,"49,091,912",21 Savage
20190222,Legacy,Offset,"40,222,418",21 Savage
20190222,Legacy,Travis Scott,"40,222,418",21 Savage
20191101,Immortal,,"37,990,339",21 Savage
20181221,all my friends,,"29,991,349",21 Savage
20190426,Floating,ScHoolboy Q,"29,324,194",21 Savage
20170711,Numb,,"25,592,722",21 Savage
20190614,Focus,Bazzi,"24,572,555",21 Savage
20181221,can't leave without it,,"22,439,875",21 Savage
20190517,Wish Wish,DJ Khaled,"21,926,744",21 Savage
20190517,Wish Wish,Cardi B,"21,926,744",21 Savage
20180126,BBO (Bad Bitches Only),Migos,"21,745,059",21 Savage
20181012,PASS OUT,Quavo,"18,476,127",21 Savage
20171031,Rap Saved Me,Offset,"15,693,229",21 Savage
20171031,Rap Saved Me,Metro Boomin,"15,693,229",21 Savage
20171031,Rap Saved Me,Quavo,"15,693,229",21 Savage
20171006,Undefeated,A Boogie Wit da Hoodie,"13,385,654",21 Savage
20171031,My Choppa Hate Niggas,Metro Boomin,"12,024,455",21 Savage
20171110,Pull Up N Wreck (With Metro Boomin),Big Sean,"11,616,489",21 Savage
20171110,Pull Up N Wreck (With Metro Boomin),Metro Boomin,"11,616,489",21 Savage
20180514,Clout,Ty Dolla $ign,"11,370,117",21 Savage
20181221,1.5,,"11,125,281",21 Savage
20170310,Gucci On My,Mike WiLL Made-It,"10,278,772",21 Savage
20170310,Gucci On My,YG,"10,278,772",21 Savage
20170310,Gucci On My,Migos,"10,278,772",21 Savage
20181102,No More,Metro Boomin,"9,267,392",21 Savage
20181102,No More,Travis Scott,"9,267,392",21 Savage
20181102,No More,Kodak Black,"9,267,392",21 Savage
20181221,asmr,,"9,106,694",21 Savage
20181221,ball w/o you,,"8,533,164",21 Savage
20180223,Cocky,A$AP Rocky,"8,225,856",21 Savage
20180223,Cocky,Gucci Mane,"8,225,856",21 Savage
20180223,Cocky,London On Da Track,"8,225,856",21 Savage
20190426,Enzo,DJ Snake,"7,677,430",21 Savage
20190426,Enzo,Sheck Wes,"7,677,430",21 Savage
20190426,Enzo,Offset,"7,677,430",21 Savage
20190426,Enzo,Gucci Mane,"7,677,430",21 Savage
20180323,Rover 2.0,BlocBoy JB,"7,639,926",21 Savage
20181221,break da law,,"7,243,784",21 Savage
20171208,Pull Up N Wreck (& Metro Boomin),Big Sean,"6,957,574",21 Savage
20171208,Pull Up N Wreck (& Metro Boomin),Metro Boomin,"6,957,574",21 Savage
20181221,gun smoke,,"6,757,136",21 Savage
20181221,out for the night,,"6,586,161",21 Savage
20171031,Mad Stalkers,Offset,"5,341,072",21 Savage
20171031,Mad Stalkers,Metro Boomin,"5,341,072",21 Savage
20171031,Disrespectful,Offset,"5,196,666",21 Savage
20171031,Disrespectful,Metro Boomin,"5,196,666",21 Savage
20170707,Bad Business,,"4,774,929",21 Savage
20170707,Famous,,"4,675,928",21 Savage
20181221,a&t,,"4,593,599",21 Savage
20190510,100 Bands,Mustard,"3,683,017",21 Savage
20190510,100 Bands,Quavo,"3,683,017",21 Savage
20190510,100 Bands,YG,"3,683,017",21 Savage
20190510,100 Bands,Meek Mill,"3,683,017",21 Savage
20171031,Run Up the Racks,Metro Boomin,"3,275,605",21 Savage
20170707,FaceTime,,"3,140,047",21 Savage
20171031,Still Serving,Offset,"2,956,106",21 Savage
20171031,Still Serving,Metro Boomin,"2,956,106",21 Savage
20171031,Darth Vader,Offset,"2,805,961",21 Savage
20171031,Darth Vader,Metro Boomin,"2,805,961",21 Savage
20181221,4L,,"2,749,094",21 Savage
20181130,Pay You Back,Meek Mill,"2,711,482",21 Savage
20170707,Close My Eyes,,"2,517,565",21 Savage
20181221,pad lock,,"2,217,766",21 Savage
20170826,No Flag,London On Da Track,"2,155,464",21 Savage
20170826,No Flag,Nicki Minaj,"2,155,464",21 Savage
20170826,No Flag,Offset,"2,155,464",21 Savage
20181221,letter 2 my momma,,"2,150,137",21 Savage
20181221,good day,,"2,090,515",21 Savage
20171229,Krippy Kush - Remix,Farruko,"1,951,359",21 Savage
20171229,Krippy Kush - Remix,Nicki Minaj,"1,951,359",21 Savage
20171229,Krippy Kush - Remix,Bad Bunny,"1,951,359",21 Savage
20171229,Krippy Kush - Remix,Rvssian,"1,951,359",21 Savage
20170707,Baby Girl,,"1,832,274",21 Savage
20190816,I'm Scared,Young Thug,"1,706,415",21 Savage
20190816,I'm Scared,Doeboy,"1,706,415",21 Savage
20170707,Thug Life,,"1,704,300",21 Savage
20161208,Red Opps,,"1,682,435",21 Savage
20170623,Iced Out My Arms,DJ Khaled,"1,500,257",21 Savage
20170623,Iced Out My Arms,Future,"1,500,257",21 Savage
20170623,Iced Out My Arms,Migos,"1,500,257",21 Savage
20170623,Iced Out My Arms,T.I.,"1,500,257",21 Savage
20170707,Nothin New,,"1,398,137",21 Savage
20161030,Offended,Meek Mill,"1,372,478",21 Savage
20161030,Offended,Young Thug,"1,372,478",21 Savage
20170707,Dead People,,"1,367,538",21 Savage
20170707,Whole Lot,,"1,330,192",21 Savage
20170707,Money Convo,,"1,303,245",21 Savage
20170707,7 Min Freestyle,,"1,287,121",21 Savage
20170707,Special,,"1,178,310",21 Savage
20161130,I Be On,YG,"1,026,267",21 Savage
20171110,Crisis,Rich Brian,"588,077",21 Savage
20181207,Just Like It,Gucci Mane,"336,150",21 Savage
20170722,Both Sides,NAV,"321,574",21 Savage
20170722,Both Sides,Metro Boomin,"321,574",21 Savage
20181228,out for the night - part 2,,"298,043",21 Savage
20190802,Die Slow,Lil Durk,"282,640",21 Savage
20180427,1Night,Stargate,"21,566",21 Savage
20180427,1Night,PARTYNEXTDOOR,"21,566",21 Savage
20180427,1Night,Murda Beatz,"21,566",21 Savage
20170609,Congratulations,Post Malone,"1,038,149,012",Quavo
20170505,I'm the One,DJ Khaled,"729,127,520",Quavo
20170505,I'm the One,Justin Bieber,"729,127,520",Quavo
20170505,I'm the One,Chance the Rapper,"729,127,520",Quavo
20170505,I'm the One,Lil Wayne,"729,127,520",Quavo
20170623,Strip That Down,Liam Payne,"508,112,608",Quavo
20180803,No Brainer,DJ Khaled,"267,191,839",Quavo
20180803,No Brainer,Justin Bieber,"267,191,839",Quavo
20180803,No Brainer,Chance the Rapper,"267,191,839",Quavo
20170320,Portland,Drake,"218,636,166",Quavo
20170320,Portland,Travis Scott,"218,636,166",Quavo
20170616,Know No Better,Major Lazer,"198,405,640",Quavo
20170616,Know No Better,Travis Scott,"198,405,640",Quavo
20170616,Know No Better,Camila Cabello,"198,405,640",Quavo
20181012,WORKIN ME,,"84,180,519",Quavo
20180119,Cupido,Sfera Ebbasta,"61,635,517",Quavo
20170804,OMG,Camila Cabello,"54,225,089",Quavo
20160722,Champions,Kanye West,"48,381,886",Quavo
20160722,Champions,Gucci Mane,"48,381,886",Quavo
20160722,Champions,Big Sean,"48,381,886",Quavo
20160722,Champions,2 Chainz,"48,381,886",Quavo
20160722,Champions,Travis Scott,"48,381,886",Quavo
20160722,Champions,Yo Gotti,"48,381,886",Quavo
20160722,Champions,Desiigner,"48,381,886",Quavo
20180615,Bigger Than You,2 Chainz,"46,583,676",Quavo
20180615,Bigger Than You,Drake,"46,583,676",Quavo
20170617,Good Drank,2 Chainz,"36,689,722",Quavo
20170617,Good Drank,Gucci Mane,"36,689,722",Quavo
20171222,Saint,Huncho Jack,"30,959,145",Quavo
20171222,Saint,Travis Scott,"30,959,145",Quavo
20171227,Ice Tray,Quality Control,"28,989,720",Quavo
20171227,Ice Tray,Lil Yachty,"28,989,720",Quavo
20171103,Ahora Me Llama - Remix,Karol G,"21,139,490",Quavo
20171103,Ahora Me Llama - Remix,Bad Bunny,"21,139,490",Quavo
20191227,Had Enough,Don Toliver,"19,933,993",Quavo
20191227,Had Enough,Offset,"19,933,993",Quavo
20180330,Pineapple,Ty Dolla $ign,"19,087,771",Quavo
20180330,Pineapple,Gucci Mane,"19,087,771",Quavo
20171222,Dubai Shit,Huncho Jack,"18,653,369",Quavo
20171222,Dubai Shit,Travis Scott,"18,653,369",Quavo
20171222,Dubai Shit,Offset,"18,653,369",Quavo
20181012,PASS OUT,21 Savage,"18,476,127",Quavo
20170830,RAF,A$AP Mob,"17,296,823",Quavo
20170830,RAF,A$AP Rocky,"17,296,823",Quavo
20170830,RAF,Playboi Carti,"17,296,823",Quavo
20170830,RAF,Lil Uzi Vert,"17,296,823",Quavo
20170830,RAF,Frank Ocean,"17,296,823",Quavo
20171031,Rap Saved Me,21 Savage,"15,693,229",Quavo
20171031,Rap Saved Me,Offset,"15,693,229",Quavo
20171031,Rap Saved Me,Metro Boomin,"15,693,229",Quavo
20170608,Trap Paris,Machine Gun Kelly,"13,762,962",Quavo
20170608,Trap Paris,Ty Dolla $ign,"13,762,962",Quavo
20181012,FLIP THE SWITCH,Drake,"12,511,406",Quavo
20171222,Modern Slavery,Huncho Jack,"11,580,202",Quavo
20171222,Modern Slavery,Travis Scott,"11,580,202",Quavo
20171222,Black & Chinese,Huncho Jack,"10,895,366",Quavo
20171222,Black & Chinese,Travis Scott,"10,895,366",Quavo
20190531,Broke Leg,Tory Lanez,"10,409,993",Quavo
20190531,Broke Leg,Tyga,"10,409,993",Quavo
20170823,Know No Better,Major Lazer,"9,030,147",Quavo
20170823,Know No Better,Camila Cabello,"9,030,147",Quavo
20170823,Know No Better,Bad Bunny,"9,030,147",Quavo
20170823,Know No Better,Travis Scott,"9,030,147",Quavo
20181012,LOSE IT,Lil Baby,"8,986,015",Quavo
20171222,Eye 2 Eye,Huncho Jack,"8,854,198",Quavo
20171222,Eye 2 Eye,Travis Scott,"8,854,198",Quavo
20171222,Eye 2 Eye,Takeoff,"8,854,198",Quavo
20171222,Motorcycle Patches,Huncho Jack,"7,852,751",Quavo
20171222,Motorcycle Patches,Travis Scott,"7,852,751",Quavo
20180720,VVS,Ufo361,"7,742,318",Quavo
20170620,Congratulations - Remix,Post Malone,"6,619,134",Quavo
20170620,Congratulations - Remix,Future,"6,619,134",Quavo
20170404,Want Her,Mustard,"6,261,404",Quavo
20170404,Want Her,YG,"6,261,404",Quavo
20170119,Castro,Yo Gotti,"6,036,958",Quavo
20170119,Castro,Kanye West,"6,036,958",Quavo
20170119,Castro,Big Sean,"6,036,958",Quavo
20170119,Castro,2 Chainz,"6,036,958",Quavo
20171222,Huncho Jack,Huncho Jack,"5,883,670",Quavo
20171222,Huncho Jack,Travis Scott,"5,883,670",Quavo
20170802,Sway,NexXthursday,"5,102,844",Quavo
20170802,Sway,Lil Yachty,"5,102,844",Quavo
20181012,RERUN,Travis Scott,"4,496,094",Quavo
20181012,BIGGEST ALLEY OOP,,"4,479,590",Quavo
20171222,Saint Laurent Mask,Huncho Jack,"3,713,815",Quavo
20171222,Saint Laurent Mask,Travis Scott,"3,713,815",Quavo
20190510,100 Bands,Mustard,"3,683,017",Quavo
20190510,100 Bands,21 Savage,"3,683,017",Quavo
20190510,100 Bands,YG,"3,683,017",Quavo
20190510,100 Bands,Meek Mill,"3,683,017",Quavo
20170303,Go Off,Lil Uzi Vert,"3,469,371",Quavo
20170303,Go Off,Travis Scott,"3,469,371",Quavo
20180330,Lost It,Rich The Kid,"3,315,560",Quavo
20180330,Lost It,Offset,"3,315,560",Quavo
20171222,Go,Huncho Jack,"3,201,905",Quavo
20171222,Go,Travis Scott,"3,201,905",Quavo
20181012,LAMB TALK,,"3,175,244",Quavo
20171222,Moon Rock,Huncho Jack,"3,109,295",Quavo
20171222,Moon Rock,Travis Scott,"3,109,295",Quavo
20180518,Faith,NAV,"3,088,314",Quavo
20171222,How U Feel,Huncho Jack,"2,967,154",Quavo
20171222,How U Feel,Travis Scott,"2,967,154",Quavo
20181207,BiPolar,Gucci Mane,"2,933,701",Quavo
20171222,Where U From,Huncho Jack,"2,576,693",Quavo
20171222,Where U From,Travis Scott,"2,576,693",Quavo
20180309,TALK TO ME NICE,Lil Yachty,"2,467,304",Quavo
20181012,HUNCHO DREAMS,,"2,289,117",Quavo
20181012,GIVE IT TO EM,Saweetie,"1,932,814",Quavo
20181207,Cupido,Sfera Ebbasta,"1,867,963",Quavo
20181207,Cupido,Khea,"1,867,963",Quavo
20181207,Cupido,Duki,"1,867,963",Quavo
20181207,Cupido,Elettra Lamborghini,"1,867,963",Quavo
20181012,SHINE,,"1,817,971",Quavo
20181012,CHAMPAGNE ROSÉ,Madonna,"1,788,001",Quavo
20181012,CHAMPAGNE ROSÉ,Cardi B,"1,788,001",Quavo
20190817,Double Trouble (Quavo feat. Meek Mill),Quality Control,"1,732,590",Quavo
20190817,Double Trouble (Quavo feat. Meek Mill),Meek Mill,"1,732,590",Quavo
20171212,My Dawg,Quality Control,"1,664,459",Quavo
20171212,My Dawg,Lil Baby,"1,664,459",Quavo
20171212,My Dawg,Kodak Black,"1,664,459",Quavo
20171212,My Dawg,Moneybagg Yo,"1,664,459",Quavo
20171222,Best Man,Huncho Jack,"1,596,702",Quavo
20171222,Best Man,Travis Scott,"1,596,702",Quavo
20190816,Circle of Bosses,Young Thug,"1,538,398",Quavo
20180803,SLAY,YG,"1,524,864",Quavo
20181012,KEEP THAT SHIT,Takeoff,"1,491,423",Quavo
20161119,Minnesota,Lil Yachty,"1,442,600",Quavo
20161119,Minnesota,Skippa Da Flippa,"1,442,600",Quavo
20161119,Minnesota,Young Thug,"1,442,600",Quavo
20161031,The Difference,Meek Mill,"1,173,638",Quavo
20181012,FUCK 12,Offset,"1,024,912",Quavo
20160826,Guwop,Young Thug,"973,133",Quavo
20160826,Guwop,Offset,"973,133",Quavo
20160826,Guwop,Young Scooter,"973,133",Quavo
20181012,LOST,Kid Cudi,"924,627",Quavo
20181012,HOW BOUT THAT?,,"913,270",Quavo
20160205,F Cancer (Boosie),Young Thug,"747,344",Quavo
20191206,That's Tuff,Rich The Kid,"691,126",Quavo
20190222,On Fleek,Offset,"686,091",Quavo
20180509,2 Souls on Fire,Bebe Rexha,"679,199",Quavo
20150904,Oh My Dis Side,Travis Scott,"672,073",Quavo
20181012,GO ALL THE WAY,,"659,184",Quavo
20181012,BUBBLE GUM,,"633,025",Quavo
20181012,SWING,Normani,"420,377",Quavo
20181012,SWING,DaVido,"420,377",Quavo
20181012,BIG BRO,,"357,207",Quavo
20180706,Boo'd Up,Ella Mai,"287,680",Quavo
20180706,Boo'd Up,Nicki Minaj,"287,680",Quavo
20190503,Fuck Up The City,PnB Rock,"275,125",Quavo
20190503,Fuck Up The City,Mally Mall,"275,125",Quavo
20190621,Chase The Money,E-40,"225,173",Quavo
20190621,Chase The Money,Roddy Ricch,"225,173",Quavo
20190621,Chase The Money,A$AP Ferg,"225,173",Quavo
20190621,Chase The Money,ScHoolboy Q,"225,173",Quavo
20180427,Réseaux - Remix,Niska,"218,693",Quavo
20180427,Réseaux - Remix,Stefflon Don,"218,693",Quavo
20170721,Believe,A-Trak,"208,471",Quavo
20170721,Believe,Lil Yachty,"208,471",Quavo
20180202,Savior,Iggy Azalea,"109,719",Quavo
20171020,Forever,Sigma,"54,110",Quavo
20171020,Forever,Sebastian Kole,"54,110",Quavo
20190519,Future,Madonna,"38,742",Quavo
20170715,Migo Montana,French Montana,"19,817",Quavo
20150506,Trap Queen,Fetty Wap,"12,141",Quavo
20150506,Trap Queen,Azealia Banks,"12,141",Quavo
20150506,Trap Queen,Gucci Mane,"12,141",Quavo
20170602,Lie,Halsey,"7,761",Quavo
20170623,Pull Up,Migos,"7,709",Quavo
20190222,Too Much Ice,Lil Pump,"4,708",Quavo
20171215,Forever,Sigma,"3,991",Quavo
20171215,Forever,Tinie Tempah,"3,991",Quavo
20171215,Forever,Yxng Bane,"3,991",Quavo
20171215,Forever,Sebastian Kole,"3,991",Quavo
20190719,Pose To Do,Lil Pump,"1,406",Quavo
20190719,Pose To Do,French Montana,"1,406",Quavo
20180226,Psycho,Post Malone,"926,198,416",Ty Dolla $ign
20160429,Work from Home,Fifth Harmony,"701,599,209",Ty Dolla $ign
20170526,Swalla,Jason Derulo,"564,515,101",Ty Dolla $ign
20170526,Swalla,Nicki Minaj,"564,515,101",Ty Dolla $ign
20160826,Sucker For Pain,Lil Wayne,"369,918,256",Ty Dolla $ign
20160826,Sucker For Pain,Wiz Khalifa,"369,918,256",Ty Dolla $ign
20160826,Sucker For Pain,Imagine Dragons,"369,918,256",Ty Dolla $ign
20160826,Sucker For Pain,Logic,"369,918,256",Ty Dolla $ign
20160826,Sucker For Pain,X Ambassadors,"369,918,256",Ty Dolla $ign
20180515,OTW,Khalid,"232,799,241",Ty Dolla $ign
20180515,OTW,6LACK,"232,799,241",Ty Dolla $ign
20170901,It's A Vibe,2 Chainz,"154,668,294",Ty Dolla $ign
20170901,It's A Vibe,Trey Songz,"154,668,294",Ty Dolla $ign
20170901,It's A Vibe,Jhene Aiko,"154,668,294",Ty Dolla $ign
20190201,Nights Like This,Kehlani,"125,460,694",Ty Dolla $ign
20190809,Hot Girl Summer,Megan Thee Stallion,"78,051,494",Ty Dolla $ign
20190809,Hot Girl Summer,Nicki Minaj,"78,051,494",Ty Dolla $ign
20160422,In My Room,Yellow Claw,"77,071,962",Ty Dolla $ign
20160422,In My Room,Mustard,"77,071,962",Ty Dolla $ign
20160422,In My Room,Tyga,"77,071,962",Ty Dolla $ign
20160722,Boom,Major Lazer,"45,540,727",Ty Dolla $ign
20160722,Boom,MOTi,"45,540,727",Ty Dolla $ign
20160722,Boom,WizKid,"45,540,727",Ty Dolla $ign
20160722,Boom,Kranium,"45,540,727",Ty Dolla $ign
20160401,Saved,E-40,"38,786,527",Ty Dolla $ign
20170518,Bad Bitch,Bebe Rexha,"31,966,793",Ty Dolla $ign
20180629,After Dark,Drake,"30,156,726",Ty Dolla $ign
20180629,After Dark,Static Major,"30,156,726",Ty Dolla $ign
20151114,Blasé,Future,"26,280,952",Ty Dolla $ign
20151114,Blasé,Rae Sremmurd,"26,280,952",Ty Dolla $ign
20190426,Do You Mean,The Chainsmokers,"23,758,364",Ty Dolla $ign
20190426,Do You Mean,bülow,"23,758,364",Ty Dolla $ign
20191026,Everything We Need,Kanye West,"23,236,794",Ty Dolla $ign
20191026,Everything We Need,Ant Clemons,"23,236,794",Ty Dolla $ign
20180330,Pineapple,Gucci Mane,"19,087,771",Ty Dolla $ign
20180330,Pineapple,Quavo,"19,087,771",Ty Dolla $ign
20170127,So Good,Zara Larsson,"18,688,015",Ty Dolla $ign
20170608,Trap Paris,Machine Gun Kelly,"13,762,962",Ty Dolla $ign
20170608,Trap Paris,Quavo,"13,762,962",Ty Dolla $ign
20160923,Campaign,Future,"12,821,463",Ty Dolla $ign
20170208,Are You Sure?,Kris Kross Amsterdam,"12,535,822",Ty Dolla $ign
20170208,Are You Sure?,Conor Maynard,"12,535,822",Ty Dolla $ign
20180514,Clout,21 Savage,"11,370,117",Ty Dolla $ign
20180609,Freeee (Ghost Town Pt. 2),KIDS SEE GHOSTS,"10,826,694",Ty Dolla $ign
20160803,Wavy,Joe Moses,"9,583,885",Ty Dolla $ign
20180126,White Sand,Migos,"8,342,425",Ty Dolla $ign
20180126,White Sand,Travis Scott,"8,342,425",Ty Dolla $ign
20180126,White Sand,Big Sean,"8,342,425",Ty Dolla $ign
20171110,Darkside,Future,"7,445,586",Ty Dolla $ign
20171110,Darkside,Kiiara,"7,445,586",Ty Dolla $ign
20190302,Think About Us,Little Mix,"7,310,667",Ty Dolla $ign
20180908,Cinderella,Mac Miller,"6,476,857",Ty Dolla $ign
20181214,Scared of the Dark,Lil Wayne,"6,138,489",Ty Dolla $ign
20181214,Scared of the Dark,XXXTENTACION,"6,138,489",Ty Dolla $ign
20170602,Whatever You Need,Meek Mill,"6,102,291",Ty Dolla $ign
20170602,Whatever You Need,Chris Brown,"6,102,291",Ty Dolla $ign
20171027,Love U Better,Lil Wayne,"6,066,114",Ty Dolla $ign
20171027,Love U Better,The-Dream,"6,066,114",Ty Dolla $ign
20150225,Play No Games,Big Sean,"5,139,615",Ty Dolla $ign
20150225,Play No Games,Chris Brown,"5,139,615",Ty Dolla $ign
20141212,You And Your Friends,Wiz Khalifa,"3,333,666",Ty Dolla $ign
20141212,You And Your Friends,Snoop Dogg,"3,333,666",Ty Dolla $ign
20190524,Purple Emoji,J. Cole,"3,132,110",Ty Dolla $ign
20171027,Ex,YG,"3,110,170",Ty Dolla $ign
20141121,Or Nah,Mustard,"3,036,319",Ty Dolla $ign
20141121,Or Nah,Wiz Khalifa,"3,036,319",Ty Dolla $ign
20190912,Malokera,MC Lan,"2,589,045",Ty Dolla $ign
20190912,Malokera,Skrillex,"2,589,045",Ty Dolla $ign
20190912,Malokera,TroyBoi,"2,589,045",Ty Dolla $ign
20190912,Malokera,Ludmilla,"2,589,045",Ty Dolla $ign
20161129,Or Nah,The Weeknd,"2,580,867",Ty Dolla $ign
20161129,Or Nah,Wiz Khalifa,"2,580,867",Ty Dolla $ign
20161129,Or Nah,Mustard,"2,580,867",Ty Dolla $ign
20170811,Something New,Wiz Khalifa,"2,503,244",Ty Dolla $ign
20190705,Got Me,Dreamville,"1,819,660",Ty Dolla $ign
20190705,Got Me,Ari Lennox,"1,819,660",Ty Dolla $ign
20190705,Got Me,Omen,"1,819,660",Ty Dolla $ign
20190705,Got Me,Dreezy,"1,819,660",Ty Dolla $ign
20190426,Lies,ScHoolboy Q,"1,806,771",Ty Dolla $ign
20190426,Lies,YG,"1,806,771",Ty Dolla $ign
20180803,POWER,YG,"1,726,088",Ty Dolla $ign
20160805,Gone,Afrojack,"1,704,336",Ty Dolla $ign
20171027,Don't Judge Me,Future,"1,693,967",Ty Dolla $ign
20171027,Don't Judge Me,Swae Lee,"1,693,967",Ty Dolla $ign
20171013,Enormous,Gucci Mane,"1,545,273",Ty Dolla $ign
20180504,Accelerate,Christina Aguilera,"1,369,651",Ty Dolla $ign
20180504,Accelerate,2 Chainz,"1,369,651",Ty Dolla $ign
20171027,Don't Sleep On Me,Future,"1,333,743",Ty Dolla $ign
20171027,Don't Sleep On Me,24hrs,"1,333,743",Ty Dolla $ign
20160206,Lit,Wiz Khalifa,"821,587",Ty Dolla $ign
20160130,Jam,Kevin Gates,"731,642",Ty Dolla $ign
20160130,Jam,Trey Songz,"731,642",Ty Dolla $ign
20160130,Jam,Jamie Foxx,"731,642",Ty Dolla $ign
20160610,Bacon,Nick Jonas,"690,422",Ty Dolla $ign
20180421,Me So Bad,Tinashe,"689,366",Ty Dolla $ign
20180421,Me So Bad,French Montana,"689,366",Ty Dolla $ign
